open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1560349320000,7934.00000000,7936.11000000,7926.03000000,7931.36000000,28.40452800,1560349379999,225318.70901607,259,9.48322400,75224.52940457,0
1560349380000,7929.66000000,7936.12000000,7926.36000000,7933.06000000,41.59800100,1560349439999,329938.00926304,211,32.02589500,254022.76837693,0
1560349440000,7935.42000000,7935.42000000,7932.01000000,7935.06000000,6.53263100,1560349499999,51828.82679846,136,3.22521600,25589.93625869,0
1560349500000,7933.09000000,7944.27000000,7933.09000000,7943.78000000,21.78075400,1560349559999,172961.07039111,219,11.36533800,90241.01462793,0
1560349560000,7941.44000000,7953.30000000,7939.91000000,7953.29000000,24.98255200,1560349619999,198527.97577940,234,19.40514900,154205.53994936,0
1560349620000,7951.41000000,7958.00000000,7951.27000000,7954.10000000,20.24696600,1560349679999,161049.47867852,246,7.39709300,58842.11540947,0
1560349680000,7952.08000000,7960.00000000,7951.21000000,7958.75000000,12.54117900,1560349739999,99771.60640795,176,7.74122200,61586.53508829,0
1560349740000,7958.75000000,7958.77000000,7951.36000000,7954.01000000,17.83592100,1560349799999,141881.65653430,168,9.31917800,74131.76866232,0
1560349800000,7954.03000000,7958.75000000,7953.73000000,7954.94000000,19.78169100,1560349859999,157373.58898590,172,6.45899000,51389.97045608,0
1560349860000,7954.12000000,7958.75000000,7950.83000000,7958.75000000,12.44447300,1560349919999,98989.40082136,159,7.89013000,62760.97924578,0
1560349920000,7958.75000000,7971.95000000,7957.32000000,7971.95000000,19.74852700,1560349979999,157264.20946027,304,15.97402700,127211.12540494,0
1560349980000,7971.95000000,7980.11000000,7963.97000000,7980.11000000,19.56144400,1560350039999,155940.28576240,317,13.61118600,108515.89158675,0
1560350040000,7976.85000000,7981.05000000,7968.22000000,7978.00000000,51.91216200,1560350099999,414011.79603958,416,33.98060500,271045.31623633,0
1560350100000,7978.63000000,7989.00000000,7976.77000000,7983.33000000,45.53320400,1560350159999,363541.06305044,548,32.66242500,260794.53419140,0
1560350160000,7985.00000000,8005.00000000,7982.97000000,7991.31000000,370.02017100,1560350219999,2959509.87644153,1374,324.18709500,2592921.72006558,0
1560350220000,7994.20000000,8000.00000000,7976.48000000,7981.89000000,56.78991400,1560350279999,453635.91413947,515,36.28448900,289862.54176336,0
1560350280000,7977.58000000,7989.32000000,7977.58000000,7979.69000000,42.70222600,1560350339999,340861.03970615,259,14.65768800,117032.14564590,0
1560350340000,7980.96000000,7990.00000000,7972.07000000,7986.61000000,42.12777900,1560350399999,336192.78888021,328,25.28974800,201834.69633670,0
1560350400000,7988.15000000,8003.64000000,7986.03000000,7990.81000000,106.28426100,1560350459999,850229.31830509,504,38.72159900,309709.02822262,0
